Fpeak,Fsoft,Fhard,Dflare,Hratio,flare_class,source
-5.173925,-5.318743,-5.203694,4620.0,1.309582,C,NASA_DONKI
-5.346787,-5.691085,-5.433347,3300.0,1.752451,C,NASA_DONKI
-4.638272,-4.731327,-4.59341,360.0,1.377402,M,NASA_DONKI
-5.0,-5.14524,-4.952274,1200.0,1.560402,M,NASA_DONKI
-4.721246,-4.873474,-4.63723,1440.0,1.6797,M,NASA_DONKI
-5.0,-5.215657,-4.858429,780.0,2.150165,M,NASA_DONKI
-5.408935,-5.506022,-5.164614,720.0,2.286814,C,NASA_DONKI
-3.958607,-3.999141,-3.90176,2340.0,1.18084,X,NASA_DONKI
-5.0,-5.169084,-4.980339,660.0,1.586738,M,NASA_DONKI
-4.30103,-4.262077,-4.251153,2580.0,1.036672,M,NASA_DONKI
-4.568636,-4.653321,-4.667958,720.0,0.937335,M,NASA_DONKI
-4.853872,-4.982292,-4.707933,420.0,2.048441,M,NASA_DONKI
-5.055517,-5.053943,-4.845094,2100.0,1.608046,C,NASA_DONKI
-3.853872,-4.035221,-3.769068,5220.0,1.913602,X,NASA_DONKI
-5.0,-5.221281,-4.925678,1560.0,1.934878,M,NASA_DONKI
-4.585027,-4.732485,-4.565934,1200.0,1.291301,M,NASA_DONKI
-4.39794,-4.482589,-4.204311,4980.0,1.820333,M,NASA_DONKI
-4.958607,-5.043523,-4.944869,2400.0,1.261185,M,NASA_DONKI
-4.387216,-4.598668,-3.964712,2520.0,4.193319,M,NASA_DONKI
-4.79588,-4.990445,-4.787747,1260.0,1.442905,M,NASA_DONKI
-4.920819,-5.208256,-4.802628,2100.0,2.352752,M,NASA_DONKI
-4.0,-4.111452,-3.680963,3300.0,2.720898,X,NASA_DONKI
-3.958607,-4.171996,-3.981591,4980.0,1.531555,X,NASA_DONKI
-4.244125,-4.454457,-4.094079,780.0,2.124961,M,NASA_DONKI
-4.346787,-4.470389,-4.227137,900.0,1.625309,M,NASA_DONKI
-5.468521,-5.563687,-5.40722,2340.0,1.383323,C,NASA_DONKI
-5.0,-5.083397,-4.993659,1080.0,1.219065,M,NASA_DONKI
-4.49485,-4.613748,-4.275711,900.0,2.12229,M,NASA_DONKI
-4.29243,-4.468377,-4.091351,1740.0,2.481407,M,NASA_DONKI
-4.387216,-4.535378,-4.339077,1020.0,1.472398,M,NASA_DONKI
-4.79588,-5.028628,-4.441053,1260.0,3.556692,M,NASA_DONKI
-4.920819,-4.99597,-4.820027,1860.0,1.436226,M,NASA_DONKI
-4.69897,-4.754479,-4.567411,660.0,1.48692,M,NASA_DONKI
-4.958607,-5.089589,-4.841507,1080.0,1.724866,M,NASA_DONKI
-5.816663,-5.86209,-6.798508,600.0,0.104269,C,NOAA_GOES
-4.408935,-4.643007,-4.442784,4800.0,1.600336,M,NASA_DONKI
-4.920819,-5.082279,-4.670305,1440.0,2.587474,M,NASA_DONKI
-4.468521,-4.593459,-4.243958,5100.0,2.252121,M,NASA_DONKI
-4.236572,-4.330993,-4.123962,1620.0,1.652865,M,NASA_DONKI
-3.69897,-3.707655,-3.639634,900.0,1.151039,X,NASA_DONKI
-4.318759,-4.550508,-4.215168,4380.0,2.29462,M,NASA_DONKI
-4.346787,-4.41236,-4.342682,1200.0,1.023731,M,NASA_DONKI
-4.823909,-4.972917,-4.686207,1800.0,2.150369,M,NASA_DONKI
-4.508638,-4.689712,-4.391988,2580.0,1.979104,M,NASA_DONKI
-5.0,-5.124395,-4.744664,720.0,2.416964,M,NASA_DONKI
-5.0,-5.068843,-4.802424,840.0,1.847748,M,NASA_DONKI
-5.0,-5.197379,-4.869457,660.0,2.036327,M,NASA_DONKI
-4.721246,-4.871583,-4.552763,900.0,2.293884,M,NASA_DONKI
-4.376751,-4.652549,-4.275401,1080.0,2.264953,M,NASA_DONKI
-5.207608,-5.377291,-4.97136,1200.0,2.438423,C,NASA_DONKI
-4.853872,-4.99649,-4.934001,1140.0,1.057437,M,NASA_DONKI
-4.920819,-5.22378,-4.704784,1740.0,3.148249,M,NASA_DONKI
-4.638272,-4.777853,-4.758669,900.0,1.004073,M,NASA_DONKI
-5.0,-5.074082,-4.805785,600.0,1.791488,M,NASA_DONKI
-4.0,-4.265232,-3.814313,2460.0,2.931637,X,NASA_DONKI
-4.958607,-5.317258,-4.696202,840.0,4.44282,M,NASA_DONKI
-4.619789,-4.716915,-4.706671,2400.0,0.949374,M,NASA_DONKI
-4.920819,-4.974378,-4.722116,780.0,1.978834,M,NASA_DONKI
-4.721246,-4.845513,-4.908571,420.0,0.918368,M,NASA_DONKI
-4.79588,-5.07787,-4.741857,3480.0,2.128487,M,NASA_DONKI
-4.886057,-4.938035,-4.751813,1020.0,1.429922,M,NASA_DONKI
-4.431798,-4.585344,-4.426162,780.0,1.457292,M,NASA_DONKI
-4.744727,-4.93644,-4.669491,540.0,1.853468,M,NASA_DONKI
-4.69897,-4.88505,-4.609149,720.0,2.062358,M,NASA_DONKI
-4.886057,-4.944944,-4.712637,540.0,1.712443,M,NASA_DONKI
-4.327902,-4.450882,-4.252539,1020.0,1.531454,M,NASA_DONKI
-4.79588,-5.025126,-4.738607,10800.0,1.840432,M,NASA_DONKI
-5.29243,-5.414541,-5.260063,1020.0,1.460889,C,NASA_DONKI
-4.721246,-4.814606,-4.450189,1260.0,2.330637,M,NASA_DONKI
-5.39794,-5.646461,-5.320071,1860.0,2.208326,C,NASA_DONKI
-5.481486,-5.605126,-5.346616,4800.0,1.727923,C,NASA_DONKI
-4.657577,-4.770794,-4.5832,600.0,1.568157,M,NASA_DONKI
-4.853872,-5.0785,-4.956549,960.0,1.325575,M,NASA_DONKI
-4.920819,-5.0904,-4.880016,600.0,1.501671,M,NASA_DONKI
-4.244125,-4.48162,-3.946609,2220.0,3.490608,M,NASA_DONKI
-4.920819,-4.989509,-4.932689,4020.0,1.145529,M,NASA_DONKI
-5.481486,-5.695564,-5.493803,780.0,1.626767,C,NASA_DONKI
-4.853872,-4.927495,-4.808502,780.0,1.292078,M,NASA_DONKI
-4.721246,-4.794651,-4.321,660.0,3.103927,M,NASA_DONKI
-4.508638,-4.762893,-4.341519,960.0,2.582817,M,NASA_DONKI
-3.537602,-3.712068,-3.380901,1860.0,2.181093,X,NASA_DONKI
-4.568636,-4.814538,-4.298018,840.0,3.500024,M,NASA_DONKI
-4.823909,-5.032287,-4.700461,2160.0,2.165409,M,NASA_DONKI
-4.481486,-4.650509,-4.352359,1440.0,1.913448,M,NASA_DONKI
-4.853872,-5.030424,-4.884619,480.0,1.386199,M,NASA_DONKI
-4.05061,-4.20905,-3.719964,1080.0,2.857349,M,NASA_DONKI
-4.136677,-4.268755,-4.119666,5100.0,1.312614,M,NASA_DONKI
-4.30103,-4.371731,-4.324059,2100.0,1.121101,M,NASA_DONKI
-4.958607,-5.133888,-4.923797,2640.0,1.643013,M,NASA_DONKI
-5.19382,-5.207097,-5.116753,1440.0,1.241639,C,NASA_DONKI
-5.443697,-5.722495,-5.316183,1740.0,2.552336,C,NASA_DONKI
-4.69897,-4.751297,-4.476406,900.0,1.861899,M,NASA_DONKI
-4.387216,-4.503894,-4.465205,840.0,1.107912,M,NASA_DONKI
-4.886057,-4.916107,-4.517799,1740.0,2.512549,M,NASA_DONKI
-5.0,-5.115657,-5.053931,1800.0,1.09584,M,NASA_DONKI
-4.958607,-5.167157,-4.822226,1080.0,2.255564,M,NASA_DONKI
-4.251812,-4.340649,-4.174015,600.0,1.575492,M,NASA_DONKI
-4.275724,-4.410893,-4.336165,2220.0,1.168754,M,NASA_DONKI
-4.443697,-4.511083,-4.461419,1560.0,1.160607,M,NASA_DONKI
-4.769551,-4.989816,-4.597524,3060.0,2.243376,M,NASA_DONKI
-4.79588,-5.009545,-4.631235,1380.0,2.391743,M,NASA_DONKI
-4.958607,-5.159768,-4.856176,1020.0,1.946526,M,NASA_DONKI
-4.823909,-5.051716,-4.662498,1560.0,2.520344,M,NASA_DONKI
-5.0,-5.161042,-4.847994,840.0,2.062161,M,NASA_DONKI
-5.275724,-5.310745,-5.053704,2280.0,1.763996,C,NASA_DONKI
-4.958607,-5.230847,-4.839959,960.0,2.634472,M,NASA_DONKI
-3.744727,-3.785107,-3.560126,1320.0,1.749523,X,NASA_DONKI
-5.49485,-5.670164,-5.499794,3300.0,1.507578,C,NASA_DONKI
-5.508638,-5.718807,-5.625292,960.0,1.255752,C,NASA_DONKI
-4.657577,-4.637348,-4.49485,540.0,1.400778,M,NASA_DONKI
-5.638272,-5.832254,-5.673906,840.0,1.518426,C,NASA_DONKI
-4.481486,-4.651491,-4.646836,1380.0,1.060098,M,NASA_DONKI
-4.744727,-4.91261,-4.529751,1080.0,2.422478,M,NASA_DONKI
-4.958607,-5.103591,-4.941084,1440.0,1.501481,M,NASA_DONKI
-4.187087,-4.191378,-4.253298,1800.0,0.860058,M,NASA_DONKI
-5.327902,-5.602601,-5.103467,720.0,3.241725,C,NASA_DONKI
-4.49485,-4.593696,-4.35645,600.0,1.608151,M,NASA_DONKI
-5.0,-5.156655,-4.826345,840.0,1.980161,M,NASA_DONKI
-5.0,-5.185856,-4.728825,420.0,2.912488,M,NASA_DONKI
-4.853872,-5.027793,-4.658528,1080.0,2.424004,M,NASA_DONKI
-5.0,-5.058185,-4.815533,840.0,1.769793,M,NASA_DONKI
-4.275724,-4.445036,-4.149709,3180.0,1.857677,M,NASA_DONKI
-4.744727,-5.017324,-4.711429,1500.0,2.088834,M,NASA_DONKI
-5.327902,-5.432841,-4.98008,1440.0,3.140999,C,NASA_DONKI
-4.853872,-4.989247,-4.736396,1140.0,1.880141,M,NASA_DONKI
-5.537602,-5.719827,-5.325869,1260.0,2.329934,C,NASA_DONKI
-4.638272,-4.853404,-4.448292,2340.0,2.571318,M,NASA_DONKI
-5.886057,-6.158169,-5.812305,540.0,2.095273,C,NASA_DONKI
-4.744727,-4.943189,-4.564698,1680.0,2.43382,M,NASA_DONKI
-4.823909,-4.943329,-4.650456,1140.0,1.886227,M,NASA_DONKI
-5.552842,-5.795014,-5.27077,79200.0,3.169027,C,NASA_DONKI
-3.236572,-3.423388,-3.180287,1740.0,1.802472,X,NASA_DONKI
-4.481486,-4.725971,-4.306804,900.0,2.867902,M,NASA_DONKI
-5.60206,-5.702062,-5.721564,2160.0,0.961703,C,NASA_DONKI
-4.886057,-5.009297,-4.970697,720.0,1.127591,M,NASA_DONKI
-4.79588,-4.889696,-4.606326,300.0,1.855878,M,NASA_DONKI
-5.0,-5.193529,-4.942641,420.0,1.82087,M,NASA_DONKI
-4.853872,-5.058171,-4.681486,1620.0,2.501876,M,NASA_DONKI
-4.823909,-4.945471,-4.774098,1800.0,1.421701,M,NASA_DONKI
-4.958607,-5.204886,-4.750386,900.0,2.939289,M,NASA_DONKI
-4.657577,-4.978384,-4.439614,600.0,3.327008,M,NASA_DONKI
-4.920819,-5.040163,-4.898712,1320.0,1.366141,M,NASA_DONKI
-4.853872,-4.998051,-4.66383,1200.0,2.139962,M,NASA_DONKI
-5.0,-5.123841,-4.764067,420.0,2.276073,M,NASA_DONKI
-5.070581,-5.20764,-5.05804,2100.0,1.321683,C,NASA_DONKI
-4.920819,-5.175007,-4.673808,1260.0,3.083511,M,NASA_DONKI
-4.721246,-4.9394,-4.587571,2880.0,2.247788,M,NASA_DONKI
-3.657577,-3.893173,-3.496685,4320.0,2.641497,X,NASA_DONKI
-4.537602,-4.590413,-4.320686,660.0,1.858456,M,NASA_DONKI
-4.79588,-4.982365,-4.479611,780.0,3.251731,M,NASA_DONKI
-4.958607,-5.094629,-4.672744,1320.0,2.516086,M,NASA_DONKI
-4.920819,-4.990735,-4.883138,1200.0,1.332194,M,NASA_DONKI
-5.721246,-5.908143,-5.655353,2520.0,1.747041,C,NASA_DONKI
-5.0,-5.075671,-4.946902,2280.0,1.384688,M,NASA_DONKI
-3.045757,-3.217931,-2.897223,1140.0,2.104334,X,NASA_DONKI
-4.022276,-4.068533,-3.835512,2100.0,1.707285,M,NASA_DONKI
-4.920819,-4.995079,-4.984902,1080.0,1.04994,M,NASA_DONKI
-4.853872,-4.951465,-4.733274,660.0,1.77656,M,NASA_DONKI
-4.060481,-4.213212,-4.133272,1080.0,1.196961,M,NASA_DONKI
-4.886057,-5.044565,-4.865193,660.0,1.412218,M,NASA_DONKI
-5.522879,-5.695144,-5.236881,7920.0,3.028639,C,NASA_DONKI
-4.769551,-4.802757,-4.61671,660.0,1.531247,M,NASA_DONKI
-4.769551,-4.884407,-4.776914,1260.0,1.415999,M,NASA_DONKI
-4.958607,-5.011929,-4.818857,900.0,1.670395,M,NASA_DONKI
-5.0,-5.233116,-4.877789,1560.0,1.997615,M,NASA_DONKI
-5.19382,-5.363101,-4.997484,1260.0,2.561145,C,NASA_DONKI
-4.677781,-4.807781,-4.613429,1140.0,1.662112,M,NASA_DONKI
-4.886057,-4.988498,-4.793963,1920.0,1.569948,M,NASA_DONKI
-4.60206,-4.668143,-4.623664,1260.0,1.176351,M,NASA_DONKI
-4.69897,-4.815728,-4.576189,1500.0,1.569451,M,NASA_DONKI
-4.721246,-4.818418,-4.542957,660.0,1.994386,M,NASA_DONKI
-5.481486,-5.64706,-5.458542,2400.0,1.470883,C,NASA_DONKI
-4.958607,-5.058823,-4.833055,1200.0,1.76946,M,NASA_DONKI
-5.21467,-5.391245,-5.33806,1560.0,1.124721,C,NASA_DONKI
-4.958607,-5.061071,-4.814878,600.0,1.741421,M,NASA_DONKI
-4.744727,-5.001542,-4.608622,3540.0,2.476824,M,NASA_DONKI
-4.677781,-4.869642,-4.83875,900.0,1.021444,M,NASA_DONKI
-4.853872,-4.965073,-4.720559,1200.0,1.778217,M,NASA_DONKI
-4.744727,-4.878808,-4.698585,1380.0,1.387026,M,NASA_DONKI
-4.920819,-5.111379,-4.844218,420.0,1.867135,M,NASA_DONKI
-5.065502,-5.391501,-4.711691,1560.0,4.588425,C,NASA_DONKI
-4.823909,-4.963403,-4.430205,1080.0,3.015071,M,NASA_DONKI
-4.236572,-4.427209,-3.937572,2940.0,3.001534,M,NASA_DONKI
-4.920819,-5.124618,-4.886908,840.0,1.738656,M,NASA_DONKI
-4.886057,-4.928893,-4.927721,780.0,0.961212,M,NASA_DONKI
-4.79588,-5.038023,-4.848976,840.0,1.513474,M,NASA_DONKI
-5.0,-5.156884,-4.862752,1980.0,1.956409,M,NASA_DONKI
-5.013228,-5.118533,-4.942901,180.0,1.499482,C,NASA_DONKI
-4.920819,-5.059835,-4.781618,780.0,1.841506,M,NASA_DONKI
-4.69897,-4.758575,-4.476263,1260.0,1.937027,M,NASA_DONKI
-5.187087,-5.297238,-5.006382,660.0,1.975833,C,NASA_DONKI
-4.537602,-4.760652,-4.526468,1140.0,1.595215,M,NASA_DONKI
-5.0,-5.112778,-4.782326,2280.0,2.09973,M,NASA_DONKI
-5.935927,-6.066527,-6.735521,900.0,0.158637,C,NOAA_GOES
-4.79588,-5.041024,-4.590643,1320.0,2.794654,M,NASA_DONKI
-5.0,-5.019199,-4.899616,480.0,1.326345,M,NASA_DONKI
-5.119186,-5.190788,-5.000628,3960.0,1.611373,C,NASA_DONKI
-4.318759,-4.497432,-4.279793,2820.0,1.560185,M,NASA_DONKI
-4.69897,-4.757313,-4.470535,1620.0,1.963644,M,NASA_DONKI
-5.0,-5.327738,-4.854891,1080.0,2.926209,M,NASA_DONKI
-4.721246,-4.978796,-4.572701,1140.0,2.562418,M,NASA_DONKI
-4.920819,-5.102531,-4.742251,540.0,2.455904,M,NASA_DONKI
-5.236572,-5.412926,-5.058512,960.0,2.371449,C,NASA_DONKI
-5.0,-5.131756,-5.039104,1860.0,1.260051,M,NASA_DONKI
-5.040959,-5.182371,-4.833086,2160.0,2.315649,C,NASA_DONKI
-4.39794,-4.52296,-4.413507,1920.0,1.290066,M,NASA_DONKI
-4.886057,-4.981062,-4.945025,720.0,1.080596,M,NASA_DONKI
-5.657577,-5.778399,-5.690889,1800.0,1.232134,C,NASA_DONKI
-4.920819,-5.241772,-4.658891,1260.0,3.721292,M,NASA_DONKI
-5.0,-5.130042,-4.734818,2340.0,2.27142,M,NASA_DONKI
-4.420216,-4.639629,-4.261947,3000.0,2.36188,M,NASA_DONKI
-5.0,-5.118036,-5.036507,3180.0,1.113491,M,NASA_DONKI
-5.443697,-5.356019,-5.551266,720.0,0.630646,C,NASA_DONKI
-4.29243,-4.432703,-4.236176,1740.0,1.636342,M,NASA_DONKI
-4.886057,-5.095316,-4.853612,1200.0,1.647377,M,NASA_DONKI
-5.920819,-6.041584,-5.741254,780.0,2.195602,C,NASA_DONKI
-4.309804,-4.446868,-4.274216,2940.0,1.450337,M,NASA_DONKI
-4.49485,-4.83063,-4.183646,600.0,3.957057,M,NASA_DONKI
-5.89648,-6.013681,-6.847394,840.0,0.111966,C,NOAA_GOES
-4.619789,-4.645404,-4.341935,1140.0,1.991015,M,NASA_DONKI
-4.79588,-5.042118,-4.599322,1020.0,2.9825,M,NASA_DONKI
-4.920819,-5.113684,-4.90025,1260.0,1.732108,M,NASA_DONKI
-4.552842,-4.667276,-4.468856,2700.0,1.720773,M,NASA_DONKI
-5.420216,-5.742635,-5.356944,2700.0,2.550439,C,NASA_DONKI
-4.677781,-4.812505,-4.574769,600.0,1.801442,M,NASA_DONKI
-4.958607,-5.132678,-5.011525,900.0,1.330078,M,NASA_DONKI
-4.769551,-4.933214,-4.757682,1200.0,1.458359,M,NASA_DONKI
-5.0,-5.20465,-5.112354,1920.0,1.163467,M,NASA_DONKI
-4.853872,-5.145417,-4.603729,1020.0,3.393906,M,NASA_DONKI
-4.69897,-4.67844,-4.569472,720.0,1.375238,M,NASA_DONKI
-4.823909,-4.940951,-4.906397,1680.0,1.152318,M,NASA_DONKI
-4.958607,-5.048684,-4.958692,1080.0,1.225792,M,NASA_DONKI
-4.920819,-5.086537,-4.957893,1080.0,1.401353,M,NASA_DONKI
-5.283997,-5.42897,-5.087946,720.0,2.130417,C,NASA_DONKI
-5.0,-5.06628,-4.917781,420.0,1.380006,M,NASA_DONKI
-5.259637,-5.461007,-5.093856,2040.0,2.436942,C,NASA_DONKI
-5.408935,-5.53526,-5.265264,1380.0,1.903266,C,NASA_DONKI
-4.823909,-4.893514,-4.49084,1860.0,2.714598,M,NASA_DONKI
-4.958607,-5.252404,-4.547634,2160.0,4.838166,M,NASA_DONKI
-5.79588,-5.884558,-5.528817,660.0,2.307131,C,NASA_DONKI
-4.508638,-4.658842,-4.393905,1260.0,1.790089,M,NASA_DONKI
-4.920819,-4.972382,-4.904421,1440.0,1.242594,M,NASA_DONKI
-5.314669,-5.359559,-5.953815,1680.0,0.229537,C,NOAA_GOES
-5.552842,-5.796022,-5.325236,960.0,2.716309,C,NASA_DONKI
-4.823909,-4.948849,-4.632745,960.0,2.185158,M,NASA_DONKI
-4.30103,-4.456584,-4.152518,1980.0,1.971244,M,NASA_DONKI
-4.853872,-5.008607,-4.7107,900.0,1.878847,M,NASA_DONKI
-4.744727,-4.871638,-4.750792,840.0,1.447543,M,NASA_DONKI
-3.823909,-3.919712,-3.613191,540.0,1.959138,X,NASA_DONKI
-4.853872,-5.077754,-4.715883,1860.0,2.370157,M,NASA_DONKI
-4.79588,-4.8391,-4.642946,1860.0,1.678919,M,NASA_DONKI
-3.060481,-3.111353,-2.883768,960.0,1.639261,X,NASA_DONKI
-4.69897,-4.818107,-4.557659,5040.0,1.718028,M,NASA_DONKI
-4.79588,-5.016876,-4.643292,1620.0,2.489638,M,NASA_DONKI
-4.026872,-4.338333,-3.833048,2340.0,3.26608,M,NASA_DONKI
-4.958607,-5.074142,-4.800856,900.0,1.865745,M,NASA_DONKI
-3.958607,-4.060683,-3.910773,1560.0,1.535321,X,NASA_DONKI
-4.958607,-5.231173,-4.933848,840.0,2.174425,M,NASA_DONKI
-4.886057,-5.045677,-4.888813,540.0,1.435128,M,NASA_DONKI
-4.920819,-4.892049,-4.631371,2580.0,1.704795,M,NASA_DONKI
-4.958607,-5.102862,-4.944386,900.0,1.377971,M,NASA_DONKI
-5.0,-5.158722,-4.847532,300.0,2.028556,M,NASA_DONKI
-4.721246,-4.882365,-4.797225,1380.0,1.226514,M,NASA_DONKI
-4.537602,-4.707571,-4.576515,2160.0,1.303862,M,NASA_DONKI
-5.180456,-5.222339,-4.926303,1140.0,2.135677,C,NASA_DONKI
-4.481486,-4.620146,-4.249777,780.0,2.433426,M,NASA_DONKI
-5.036212,-5.227136,-4.794737,1740.0,2.575027,C,NASA_DONKI
-4.431798,-4.601643,-4.163903,960.0,2.853784,M,NASA_DONKI
-4.823909,-4.926954,-4.52356,900.0,2.527606,M,NASA_DONKI
-5.0,-5.231125,-4.997427,1440.0,1.709192,M,NASA_DONKI
-4.21467,-4.314546,-4.191878,840.0,1.415584,M,NASA_DONKI
-5.568636,-5.862932,-5.574095,2400.0,1.86744,C,NASA_DONKI
-4.537602,-4.772634,-4.418254,1080.0,2.187077,M,NASA_DONKI
-5.0,-5.00247,-5.111403,300.0,0.748155,M,NASA_DONKI
-4.853872,-4.966499,-4.684569,300.0,1.602649,M,NASA_DONKI
-5.259637,-5.401912,-5.18993,600.0,1.524885,C,NASA_DONKI
-5.79588,-5.995307,-5.848145,420.0,1.427638,C,NASA_DONKI
-4.823909,-5.036847,-4.899817,4380.0,1.415287,M,NASA_DONKI
-4.853872,-4.902808,-4.775483,1920.0,1.318033,M,NASA_DONKI
-4.657577,-4.794171,-4.678413,1020.0,1.329217,M,NASA_DONKI
-4.455932,-4.64617,-4.243024,1140.0,2.545346,M,NASA_DONKI
-4.356547,-4.521583,-4.150644,660.0,2.325842,M,NASA_DONKI
-4.366532,-4.504054,-4.208305,1020.0,1.976011,M,NASA_DONKI
-4.657577,-4.78887,-4.590769,1740.0,1.573077,M,NASA_DONKI
-5.207608,-5.262188,-5.174397,1140.0,1.152317,C,NASA_DONKI
-4.853872,-4.970727,-4.538435,1200.0,2.706437,M,NASA_DONKI
-4.920819,-5.097043,-4.853009,720.0,1.83165,M,NASA_DONKI
-4.585027,-4.74805,-4.543312,1500.0,1.546397,M,NASA_DONKI
-4.013228,-4.045717,-3.891534,3360.0,1.497714,M,NASA_DONKI
-5.366532,-5.528227,-5.318319,1320.0,1.585828,C,NASA_DONKI
-4.853872,-5.08767,-4.791744,600.0,1.987272,M,NASA_DONKI
-4.721246,-4.87177,-4.667119,1440.0,1.577115,M,NASA_DONKI
-4.522879,-4.729988,-4.48677,4560.0,1.705015,M,NASA_DONKI
-4.568636,-4.724017,-4.448708,1620.0,1.971521,M,NASA_DONKI
-4.60206,-4.74723,-4.604793,1320.0,1.381151,M,NASA_DONKI
-5.30103,-5.600183,-5.307812,540.0,2.064026,C,NASA_DONKI
-4.958607,-5.093363,-4.889094,1560.0,1.624302,M,NASA_DONKI
-5.0,-5.192608,-4.889223,900.0,2.10891,M,NASA_DONKI
-5.0,-5.171942,-4.76892,2520.0,2.538732,M,NASA_DONKI
-5.0,-5.075616,-4.908623,660.0,1.485782,M,NASA_DONKI
-4.823909,-4.973707,-4.815509,600.0,1.409687,M,NASA_DONKI
-4.481486,-4.589955,-4.273115,3900.0,2.065192,M,NASA_DONKI
-4.853872,-4.908425,-4.871319,2340.0,1.065549,M,NASA_DONKI
-4.958607,-5.183542,-4.91041,720.0,1.876923,M,NASA_DONKI
-5.0,-5.081291,-4.844735,2220.0,1.83404,M,NASA_DONKI
-4.958607,-5.150247,-4.792443,1380.0,2.252954,M,NASA_DONKI
-4.79588,-4.958065,-4.708336,1080.0,1.824515,M,NASA_DONKI
-4.920819,-5.124517,-4.79535,660.0,2.00544,M,NASA_DONKI
-4.958607,-5.024507,-4.84355,840.0,1.511215,M,NASA_DONKI
-5.356547,-5.512951,-5.233216,1140.0,1.905325,C,NASA_DONKI
-4.79588,-4.90995,-4.584141,780.0,2.063687,M,NASA_DONKI
-4.39794,-4.547647,-4.347281,2820.0,1.531084,M,NASA_DONKI
-4.721246,-4.934333,-4.595399,1560.0,2.045197,M,NASA_DONKI
-4.920819,-4.995864,-4.633325,1440.0,2.284232,M,NASA_DONKI
-4.327902,-4.515585,-4.044802,1380.0,3.118032,M,NASA_DONKI
-4.886057,-5.195078,-4.666086,1560.0,3.481511,M,NASA_DONKI
-4.508638,-4.63745,-4.339411,2580.0,1.972024,M,NASA_DONKI
-4.638272,-4.629426,-4.43773,1260.0,1.49421,M,NASA_DONKI
-5.251812,-5.447439,-5.23225,1860.0,1.57449,C,NASA_DONKI
-4.180456,-4.225125,-4.322093,4860.0,0.674899,M,NASA_DONKI
-5.251812,-5.381619,-5.076147,1200.0,2.024516,C,NASA_DONKI
-5.0,-5.039483,-5.107349,540.0,0.904979,M,NASA_DONKI
-4.920819,-5.004468,-5.164228,1200.0,0.719423,M,NASA_DONKI
-4.677781,-4.735554,-4.561223,1440.0,1.394959,M,NASA_DONKI
-4.568636,-4.724404,-4.541094,780.0,1.598806,M,NASA_DONKI
-4.49485,-4.774378,-4.524623,1680.0,1.699863,M,NASA_DONKI
-4.920819,-5.002203,-4.990417,540.0,1.025152,M,NASA_DONKI
-5.387216,-5.583911,-5.071443,2040.0,3.097385,C,NASA_DONKI
-4.958607,-5.12129,-5.011702,1200.0,1.262862,M,NASA_DONKI
-5.662258,-5.677901,-6.505074,1020.0,0.14361,C,NOAA_GOES
-4.823909,-4.958548,-4.883526,1320.0,1.177697,M,NASA_DONKI
-4.638272,-4.612838,-4.291616,960.0,1.993456,M,NASA_DONKI
-4.200659,-4.479937,-4.006806,240.0,3.099612,M,NASA_DONKI
-4.886057,-4.961522,-4.555792,1500.0,2.610091,M,NASA_DONKI
-3.657577,-3.761665,-3.706291,3060.0,1.149332,X,NASA_DONKI
-3.657577,-3.795038,-3.462318,1200.0,2.328943,X,NASA_DONKI
-4.886057,-4.973236,-4.965833,1020.0,1.059736,M,NASA_DONKI
-5.229148,-5.30539,-5.2311,1080.0,1.273826,C,NASA_DONKI
-4.585027,-4.683498,-4.428586,2520.0,1.907367,M,NASA_DONKI
-4.69897,-4.836366,-4.502541,780.0,2.199693,M,NASA_DONKI
-4.283997,-4.654682,-4.299335,540.0,2.315071,M,NASA_DONKI
-5.0,-5.129617,-4.756491,1920.0,2.332977,M,NASA_DONKI
-4.431798,-4.51517,-4.359856,1560.0,1.402514,M,NASA_DONKI
-4.958607,-5.092689,-4.809402,720.0,1.950483,M,NASA_DONKI
-4.026872,-4.125749,-3.868941,4440.0,1.677708,M,NASA_DONKI
-4.29243,-4.432475,-4.015592,4020.0,2.444537,M,NASA_DONKI
-5.30103,-5.408887,-5.093258,3780.0,2.006148,C,NASA_DONKI
-4.744727,-4.925837,-4.564855,660.0,2.254044,M,NASA_DONKI
-4.585027,-4.584863,-4.524186,1320.0,1.214902,M,NASA_DONKI
-4.468521,-4.718356,-4.546468,720.0,1.601076,M,NASA_DONKI
-4.958607,-5.149062,-4.744863,360.0,2.189042,M,NASA_DONKI
-4.886057,-5.086696,-4.899239,1800.0,1.493729,M,NASA_DONKI
-5.537602,-5.62675,-5.447495,1980.0,1.538024,C,NASA_DONKI
-4.744727,-4.949165,-4.441259,1380.0,3.374979,M,NASA_DONKI
-3.958607,-4.153694,-3.96259,900.0,1.592782,X,NASA_DONKI
-5.619789,-5.742947,-5.659381,2280.0,1.112883,C,NASA_DONKI
-5.0,-5.095979,-4.955989,1680.0,1.250822,M,NASA_DONKI
-5.443697,-5.557294,-5.359434,1560.0,1.508498,C,NASA_DONKI
-4.79588,-4.911368,-4.644326,1920.0,1.900896,M,NASA_DONKI
-4.420216,-4.730098,-4.425931,1140.0,2.113475,M,NASA_DONKI
-5.0,-5.161103,-5.147376,11100.0,1.04331,M,NASA_DONKI
-4.886057,-5.188318,-4.597781,3540.0,3.712038,M,NASA_DONKI
